NO,SMILES,Target protein,E3 ligase,probability_NonConventional ,probability_Salt,probability_SolidDispersion,probability_Nanocrystal,probability_LipidBasedFormulation,probability_Cyclodextrin
1560,CC1(C)C(=O)N(C2=CC=C(C#N)C(C(F)(F)F)=C2)C(=S)N1C1=CC=C(OCCOCCOCCOCCOC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1,AR,CRBN,0.736491397,0.762454835,1,0.413793103,0.409482759,0.329032258
1561,CC1(C)C(=O)N(C2=CC=C(C#N)C(C(F)(F)F)=C2)C(=S)N1C1=CC=C(OCCOCCOCCOCCOC2=CC=CC3=C2CN([C@H]2CCC(=O)NC2=O)C3=O)C=C1,AR,CRBN,0.729544604,0.853326605,1,0.754310345,0.400862069,0.303225806
1562,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.727830882,0.925408322,1,0.275862069,0.422413793,0.316129032
1563,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCC(F)(F)C(F)(F)C(F)(F)COCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.691918993,0.904017185,0.978448276,0.211206897,0.323275862,0.303225806
1564,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.731838968,0.92504423,1,0.327586207,0.431034483,0.316129032
1565,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOC3=CC=C(C4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.677857349,0.921924731,1,0.012931034,0.422413793,0.309677419
1566,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCC(F)(F)COC3=CC=C(C4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.72981883,0.914860083,0.99137931,0.142241379,0.262931034,0.303225806
1567,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCC(F)(F)C(F)(F)COC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.757617668,0.90510391,0.982758621,0.211206897,0.327586207,0.290322581
1568,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(C(F)(F)F)=C5)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.614062514,0.862166348,1,0.344827586,0.469827586,0.316129032
1569,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCOC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(C(F)(F)F)=C5)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.695965662,0.856311829,1,0.353448276,0.461206897,0.309677419
1570,CNC1=CC=C(C2=NC3=CC=C(OCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3S2)C=C1,Alpha-syn,VHL,0.622686369,0.945076749,1,0.004310345,0.271551724,0.380645161
1571,CNC1=CC=C(C2=NC3=CC=C(OCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3S2)C=C1,Alpha-syn,VHL,0.581300908,0.941228103,1,0.030172414,0.387931034,0.348387097
1572,CNC1=CC=C(C2=NC3=CC=C(OCCOCCOCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)N[C@@H](C)C4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3S2)C=C1,Alpha-syn,VHL,0.576990563,0.937172635,1,0.030172414,0.387931034,0.348387097
1573,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOC3=CC=C(CN4C(=O)/C(=C/C=C/C5=CC=C([N+](=O)[O-])C=C5)C5=CC=CC=C54)C=C3)C(C)(C)C)C=C2)SC=N1,Alpha-syn,VHL,0.656819761,0.846508537,1,0.00862069,0.413793103,0.361290323
1574,O=C1CCC(N2C(=O)C3=CC=C(N4CCN(CCCO[C@H]5C[C@H](OC6=CC=C7NC8=CC=C([N+](=O)[O-])C=C8SC7=C6)C5)CC4)C=C3C2=O)C(=O)N1,Alpha-syn,CRBN,0.680418975,0.858153071,0.995689655,0.017241379,0.392241379,0.406451613
1575,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CN3CCN(CCN4CCC(O[C@H]5C[C@H](OC6=CC=C7NC8=CC=C([N+](=O)[O-])C=C8SC7=C6)C5)CC4)CC3)C(C)(C)C)C=C2)SC=N1,Alpha-syn,VHL,0.645939252,0.888414986,1,0.012931034,0.409482759,0.393548387
1576,O=C1CCC(N2C(=O)C3=CC=CC(NCCCC(=O)N4CCN(C5=CC=C(C(=O)NC6=N[NH]C7=CC=C(CC8=CC(F)=CC(F)=C8)C=C67)C(NC6CCOCC6)=C5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.61690331,0.901123678,0.99137931,0.00862069,0.362068966,0.309677419
1577,O=C1CCC(N2C(=O)C3=CC=C(NCCOCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C(=O)NC6=N[NH]C7=CC=C(CC8=CC(F)=CC(F)=C8)C=C67)C(NC6CCOCC6)=C5)CC4)C=C3C2=O)C(=O)N1,TRKA,CRBN,0.588304769,0.904865175,0.995689655,0.038793103,0.387931034,0.335483871
1578,O=C(CN1CCN(C2=CC=CC(C3=CN=C4C=CC(N5CCC[C@@H]5C5=CC=CC(F)=C5)=NN34)=N2)CC1)NCCNC1=CC=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=C1,TRKA,CRBN,0.611426929,0.893484463,1,0.00862069,0.159482759,0.238709677
1579,O=C1CCC(N2C(=O)C3=CC=C(NCCN4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)C=C3C2=O)C(=O)N1,TRKA,CRBN,0.630340425,0.846270963,1,0.00862069,0.176724138,0.348387097
1580,O=C(CN1CCN(C2=CC=CC(C3=CN=C4C=CC(N5CCC[C@@H]5C5=CC=CC(F)=C5)=NN34)=N2)CC1)NCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,TRKA,CRBN,0.666840894,0.841883457,1,0.00862069,0.142241379,0.219354839
1581,O=C(CN1CCN(C2=CC=CC(C3=CN=C4C=CC(N5CCC[C@@H]5C5=CC=CC(F)=C5)=NN34)=N2)CC1)NCCOCCNC1=CC=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=C1,TRKA,CRBN,0.653641369,0.841381974,1,0.00862069,0.13362069,0.219354839
1582,O=C1CCC(N2C(=O)C3=CC=C(NCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)C=C3C2=O)C(=O)N1,TRKA,CRBN,0.683249908,0.861097463,1,0.00862069,0.137931034,0.361290323
1583,O=C1CCC(N2C(=O)C3=CC=C(N4CC(C(=O)N5CCN(C6=CC=CC(C7=CN=C8C=CC(N9CCC[C@@H]9C9=CC=CC(F)=C9)=NN78)=N6)CC5)C4)C=C3C2=O)C(=O)N1,TRKA,CRBN,0.674795171,0.832631258,1,0.00862069,0.146551724,0.283870968
1584,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCCOC3=CC=C(N4C(=S)N(C5=CN=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.7504543,0.904162674,1,0.24137931,0.340517241,0.309677419
1585,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3F)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.791051377,0.903161147,0.995689655,0.237068966,0.431034483,0.296774194
1586,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCCOC3=C(F)C=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3F)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.730776637,0.892980115,0.982758621,0.306034483,0.340517241,0.296774194
1587,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3F)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.791129747,0.911815056,1,0.237068966,0.439655172,0.309677419
1588,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(N4C(=S)N(C5=CN=C(C#N)C(C(F)(F)F)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.773523511,0.8876183,1,0.24137931,0.344827586,0.296774194
1589,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(N4C(=S)N(C5=CC=C(C#N)C(Cl)=C5)C(=O)C4(C)C)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.743412693,0.86984588,1,0.012931034,0.426724138,0.329032258
1590,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCCCOC3=CC=C(C4=CC=C(N5C(=S)N(C6=CC=C(C#N)C(C(F)(F)F)=C6)C(=O)C5(C)C)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,AR,VHL,0.71538397,0.918543078,0.978448276,0.012931034,0.426724138,0.329032258
1591,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCOCCOCCOCCNC(=O)C[C@@H]6N=C(C7=CC=C(Cl)C=C7)C7=C(SC(C)=C7C)N7C(C)=NN=C67)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,BRD4,RNF114,0.622355173,0.84528612,0.995689655,0.017241379,0.448275862,0.35483871
1592,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCCNC(=O)C[C@@H]6N=C(C7=CC=C(Cl)C=C7)C7=C(SC(C)=C7C)N7C(C)=NN=C67)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,BRD4,RNF114,0.728893907,0.841253078,0.99137931,0.017241379,0.418103448,0.367741935
1593,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.69341677,0.87428841,0.982758621,0,0.469827586,0.2
1594,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.68061251,0.871933622,0.982758621,0,0.487068966,0.15483871
1595,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.706331958,0.810829816,0.982758621,0,0.517241379,0.296774194
1596,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.710642302,0.82099097,0.982758621,0,0.530172414,0.277419355
1597,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.723681095,0.819261634,0.982758621,0,0.530172414,0.283870968
1598,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.72799144,0.82384288,0.982758621,0,0.530172414,0.35483871
1599,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.648755081,0.831812009,0.995689655,0,0.439655172,0.329032258
1600,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCOCCOCCOCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.630903452,0.848248803,1,0,0.439655172,0.270967742
1601,CC1=CC=C(N2N=C3C(=O)N(CCCC(=O)NCCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)N=C(C)C3=C2C)C=C1,PDEdelta,CRBN,0.702937561,0.827211224,0.982758621,0,0.534482759,0.380645161
1602,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,BCR-ABL,CRBN,0.646794446,0.896071162,0.982758621,0.012931034,0.396551724,0.374193548
1603,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,BCR-ABL,CRBN,0.603851667,0.896841141,1,0.012931034,0.375,0.374193548
1604,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,BCR-ABL,CRBN,0.599260667,0.894551763,1,0.012931034,0.336206897,0.374193548
1605,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,BCR-ABL,CRBN,0.590710065,0.886441506,1,0.012931034,0.323275862,0.374193548
1606,CC1=CC=C(NC(=O)C2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C=C2)C=C1NC1=NC=CC(C2=CC=CN=C2)=N1,BCR-ABL,CRBN,0.582089375,0.885852186,1,0.017241379,0.314655172,0.367741935
1607,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,BCR-ABL,CRBN,0.652255234,0.888791877,0.99137931,0.017241379,0.284482759,0.374193548
1608,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,BCR-ABL,CRBN,0.643548908,0.87809628,0.99137931,0.017241379,0.275862069,0.387096774
1609,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,BCR-ABL,CRBN,0.609573973,0.878043952,0.99137931,0.017241379,0.262931034,0.393548387
1610,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,BCR-ABL,CRBN,0.600953283,0.876100317,0.99137931,0.017241379,0.262931034,0.387096774
1611,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)CCCC3=CN(CCOCCOCCOCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)N=N3)CC2)=N1,BCR-ABL,CRBN,0.592392252,0.876100317,0.99137931,0.017241379,0.267241379,0.374193548
1612,O=C1CCC(N2C(=O)C3=CC=CC(NCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,BCR-ABL,CRBN,0.624881257,0.846431856,1,0.11637931,0.185344828,0.296774194
1613,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,BCR-ABL,CRBN,0.625433306,0.858534719,1,0.094827586,0.193965517,0.309677419
1614,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,BCR-ABL,CRBN,0.61310089,0.869996557,1,0.107758621,0.198275862,0.296774194
1615,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,BCR-ABL,CRBN,0.612238821,0.863677706,1,0.159482759,0.228448276,0.296774194
1616,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCN4C=C(CCCC(=O)N[C@@H]5CCN(C6=NC=C(C(=O)NC7=CC=C(OC(F)(F)Cl)C=C7)C=C6C6=N[NH]C=C6)C5)N=N4)=C3C2=O)C(=O)N1,BCR-ABL,CRBN,0.608009295,0.869030176,1,0.228448276,0.232758621,0.296774194
1617,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,BCR-ABL,CRBN,0.673677188,0.856639392,0.995689655,0.030172414,0.288793103,0.322580645
1618,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,BCR-ABL,CRBN,0.643289119,0.852516644,0.995689655,0.034482759,0.202586207,0.322580645
1619,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,BCR-ABL,CRBN,0.609255737,0.848492324,0.99137931,0.038793103,0.193965517,0.322580645
1620,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,BCR-ABL,CRBN,0.617876426,0.847656255,0.995689655,0.038793103,0.189655172,0.348387097
1621,CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(C(=O)CCCC4=CN(CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)N=N4)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C2C=CC=NN12,BCR-ABL,CRBN,0.61362574,0.84762573,0.995689655,0.034482759,0.189655172,0.361290323
1622,CC1=CC=CC(/C=C/C2=CN=C(NC3=CC(N4CCN(C(=O)CCCC5=CN(CCOCCOCCOCCOCCNC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)N=N5)CC4)=NC(C)=N3)S2)=C1,BCR-ABL T315I,CRBN,0.514457563,0.905379881,1,0.025862069,0.327586207,0.380645161
1623,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCOCCOCCOCCN6CCN(C7=CC(NC8=NC=C(C(=O)NC9=C(C)C=CC=C9Cl)S8)=NC(C)=N7)CC6)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,BCR-ABL,RNF114,0.639409514,0.815250056,0.995689655,0.064655172,0.36637931,0.277419355
1624,COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](C4=C(C5=CC=C(C(=O)NCCCN6CCN(C7=CC(NC8=NC=C(C(=O)NC9=C(C)C=CC=C9Cl)S8)=NC(C)=N7)CC6)C=C5)OC=C4)C[C@H]3O[C@@H]2[C@@H]2OC(=O)[C@]3(C)C=CC(=O)[C@@]1(C)[C@@H]23,BCR-ABL,RNF114,0.7082982,0.818381675,0.982758621,0.043103448,0.349137931,0.270967742
1625,CC1=CC=C(C(=O)NCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.797416858,0.79684301,1,0.094827586,0.254310345,0.070967742
1626,CC1=CC=C(C(=O)NCCCCNC(=O)C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.779893139,0.729262149,1,0.150862069,0.262931034,0.070967742
1627,CC1=CC=C(C(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.760196638,0.808078713,1,0.11637931,0.224137931,0.387096774
1628,CC1=CC=C(C(=O)NCCOCCOCCNC(=O)C2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.750266713,0.769581977,1,0.155172414,0.275862069,0.277419355
1629,CC1=CC=C(C(=O)NCCOCCOCCOCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.683871825,0.800068073,1,0.189655172,0.284482759,0.406451613
1630,CC1=CC=C(C(=O)NCCCCC2=CN(CCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.690526644,0.81601086,1,0.004310345,0.155172414,0.412903226
1631,CC1=CC=C(C(=O)NCCCCC2=CN(CCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.690810972,0.809879689,1,0.038793103,0.181034483,0.412903226
1632,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.691526446,0.820876176,1,0,0.24137931,0.4
1633,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCOCCOCCNC(=O)C3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.702544276,0.800564883,1,0.012931034,0.25862069,0.4
1634,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCCC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.705877704,0.771923994,1,0,0.306034483,0.374193548
1635,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.713690204,0.773083946,1,0,0.297413793,0.374193548
1636,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCCC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38beta,CRBN,0.671858244,0.772815422,1,0,0.336206897,0.380645161
