NO,SMILES,Target protein,E3 ligase,probability_NonConventional ,probability_Salt,probability_SolidDispersion,probability_Nanocrystal,probability_LipidBasedFormulation,probability_Cyclodextrin
1637,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCCC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.687526137,0.77239869,1,0,0.327586207,0.380645161
1638,CC1=CC=C(C(=O)NCCC2=CN(CCCC(=O)NCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.762989689,0.836310628,1,0,0.232758621,0.387096774
1639,CC1=CC=C(C(=O)NCCC2=CN(CCCC(=O)NCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.74582668,0.841790183,1,0,0.245689655,0.387096774
1640,CC1=CC=C(C(=O)NCCCC2=CN(CCCC(=O)NCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.724171333,0.846309133,1,0,0.254310345,0.367741935
1641,CC1=CC=C(C(=O)NCCC2=CN(CCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.736871456,0.844477631,1,0,0.254310345,0.367741935
1642,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.737390998,0.847060423,1,0,0.245689655,0.367741935
1643,CC1=CC=C(C(=O)NCCCC2=CN(CCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.707102236,0.848480771,1,0,0.262931034,0.374193548
1644,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.732792022,0.849676854,1,0,0.267241379,0.367741935
1645,CC1=CC=C(C(=O)NCCCCC2=CN(CCCC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38beta,CRBN,0.714914736,0.848891924,1,0,0.267241379,0.380645161
1646,CC1=CC=C(C(=O)NCCCCC2=CN(CC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O,p38alpha,CRBN,0.749802582,0.83170166,1,0.172413793,0.168103448,0.393548387
1647,CC1=CC=C(C(=O)NCCCCC2=CN(CC[C@H]([NH3+])C(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1N1C(C)=CC(OCC2=CC=C(F)C=C2F)=C(Br)C1=O.[Cl-],p38alpha,CRBN,0.550107261,0.857770263,0.978448276,0.017241379,0.306034483,0.367741935
1648,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCNC3=NC=C(C(=O)NC4=CC=C(OC(F)(F)Cl)C=C4)C=C3C3=CC=N[NH]3)C(C)(C)C)C=C2)SC=N1,BCR-ABL,VHL,0.75653014,0.904826126,1,0.073275862,0.176724138,0.058064516
1649,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCOCCOCC#CC3=CC=C(OCCCC4=C(C(=O)O)N=C(N5CCC6=CC=CC(C(=O)NC7=NC8=CC=CC=C8S7)=C6C5)S4)C=C3)C(C)(C)C)C=C2)SC=N1,BCL-xL,VHL,0.609549219,0.869406693,0.982758621,0.043103448,0.413793103,0.303225806
1650,NC(=O)C1=C(N)N([C@@H]2CCCN(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C2)N=C1C1=CC=C(OC2=CC=C(F)C=C2F)C=C1,BTK,CRBN,0.422450452,0.823746775,1,0.051724138,0.24137931,0.290322581
1651,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C,BRD2,VHL,0.590988713,0.882786341,1,0.017241379,0.49137931,0.374193548
1652,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C,BRD2,VHL,0.587244101,0.880405388,1,0.00862069,0.482758621,0.374193548
1653,CC(=O)N1C2=CC=C(C3=CC=C(C(=O)NCCOCCOCCOCCOCC(=O)N[C@H](C(=O)N4C[C@H](O)C[C@H]4C(=O)NCC4=CC=C(C5=C(C)N=CS5)C=C4)C(C)(C)C)C=C3)C=C2[C@H](NC2=CC=C(Cl)C=C2)C[C@@H]1C,BRD2,VHL,0.583241638,0.88078596,1,0.012931034,0.495689655,0.348387097
1654,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC(=O)C[C@@H]3N=C(C4=CC=C(Cl)C=C4)C4=C(SC(C)=C4C)N4C(C)=NN=C34)C(C)(C)C)C=C2)SC=N1,BRD2,VHL,0.624692752,0.892500436,1,0.025862069,0.431034483,0.393548387
1655,COC1=CC(C(=O)NCCOCCOCCOCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)=CC=C1NC1=NC=C(C(F)(F)F)C(OC2=CC=CC3=C2C(=O)CC3)=N1,FAK,CRBN,0.689623915,0.813756368,1,0.25,0.280172414,0.367741935
1656,COC1=CC(C(=O)NCCOCCOCCOCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)=CC=C1NC1=NC=C(C(F)(F)F)C(OC2=CC=CC3=C2C(=O)CC3)=N1,FAK,VHL,0.732392387,0.890661832,1,0.038793103,0.254310345,0.361290323
1657,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCC(=O)NCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.63888911,0.928268953,1,0.012931034,0.439655172,0.329032258
1658,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.638182926,0.932056889,1,0.012931034,0.461206897,0.329032258
1659,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCC(=O)NCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.66487612,0.933659424,1,0.012931034,0.465517241,0.329032258
1660,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.637956788,0.927571578,1,0.012931034,0.469827586,0.329032258
1661,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.637484084,0.926013839,1,0.012931034,0.456896552,0.335483871
1662,C=C(F)C(=O)N1CCN(C2=NC(OC[C@@H]3CCCN3CCC(=O)NCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)=NC3=C2CCN(C2=CC=CC4=CC=CC(Cl)=C24)C3)C[C@@H]1CC#N,KRAS G12C,VHL,0.643755431,0.92225926,1,0.017241379,0.456896552,0.322580645
1663,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.73076585,0.747826352,0.987068966,0.017241379,0.198275862,0.348387097
1664,O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.748578159,0.754001129,1,0.025862069,0.189655172,0.329032258
1665,O=C(CCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.726536324,0.748816858,0.987068966,0.034482759,0.228448276,0.329032258
1666,O=C(CCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.724178528,0.757912694,0.995689655,0.034482759,0.224137931,0.316129032
1667,O=C(CCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.715815243,0.758693263,0.995689655,0.034482759,0.228448276,0.316129032
1668,O=C(CCCCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.718314576,0.772379689,1,0.034482759,0.25,0.258064516
1669,O=C(CCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.680934665,0.797496806,1,0.043103448,0.318965517,0.258064516
1670,O=C(CCCCCNC(=O)CNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,PARP1,CRBN,0.677679285,0.809410912,1,0.043103448,0.349137931,0.2
1671,O=C(CCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.714884678,0.803339234,1,0.030172414,0.306034483,0.322580645
1672,O=C(CCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.719195023,0.823689774,1,0.030172414,0.344827586,0.258064516
1673,O=C(CCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.724320181,0.827239087,1,0.025862069,0.336206897,0.264516129
1674,O=C(CCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.73294087,0.831155636,1,0.030172414,0.362068966,0.341935484
1675,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.740000918,0.834020628,1,0.038793103,0.38362069,0.309677419
1676,O=C(CCCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.692587125,0.832480671,1,0.038793103,0.413793103,0.290322581
1677,O=C(CCCCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.683885108,0.826347632,1,0.038793103,0.448275862,0.290322581
1678,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.683885108,0.84449009,1,0.038793103,0.396551724,0.296774194
1679,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCCCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.683885108,0.849581541,1,0.038793103,0.456896552,0.296774194
1680,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.688501151,0.813945125,1,0.038793103,0.396551724,0.290322581
1681,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.675621898,0.811282737,1,0.038793103,0.409482759,0.303225806
1682,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCCOCCOCCOCCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.650165654,0.822862172,0.99137931,0.038793103,0.400862069,0.316129032
1683,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=C1,PARP1,CRBN,0.709747177,0.842090449,1,0.030172414,0.370689655,0.309677419
1684,O=C(CCCCCCCCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1)NCCNC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O,PARP1,CRBN,0.622223457,0.847441023,1,0.00862069,0.409482759,0.290322581
1685,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCCCC(=O)N3CCN(C(=O)C4=CC(CC5=N[NH]C(=O)C6=CC=CC=C56)=CC=C4F)CC3)C(C)(C)C)C=C2)SC=N1,PARP1,VHL,0.668844683,0.857731554,1,0,0.336206897,0.361290323
1686,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CNC(=O)CCCCCCCCCCC(=O)N3CCN(C(=O)C4=CC(CC5=N[NH]C(=O)C6=CC=CC=C56)=CC=C4F)CC3)C(C)(C)C)C=C2)SC=N1,PARP1,VHL,0.679597413,0.859655877,1,0.004310345,0.362068966,0.35483871
1687,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCNC(=O)CCCCCCCCCCC(=O)N3CCN(C(=O)C4=CC(CC5=N[NH]C(=O)C6=CC=CC=C56)=CC=C4F)CC3)C(C)(C)C)C=C2)SC=N1,PARP1,VHL,0.66095695,0.857402008,1,0.004310345,0.349137931,0.361290323
1688,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCNC(=O)CCCCCCCCCCC(=O)N3CCN(C(=O)C4=CC(CC5=N[NH]C(=O)C6=CC=CC=C56)=CC=C4F)CC3)C(C)(C)C)C=C2)SC=N1,PARP1,VHL,0.652301848,0.856724511,1,0.00862069,0.340517241,0.35483871
1689,O=C1CCC(N2C(=O)C3=CC=CC(NCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.688766597,0.867009351,1,0.00862069,0.120689655,0.258064516
1690,O=C1CCC(N2C(=O)C3=CC=CC(NCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.701697632,0.868698195,1,0.00862069,0.125,0.309677419
1691,O=C1CCC(N2C(=O)C3=CC=CC(NCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.697202791,0.865100602,1,0.00862069,0.129310345,0.412903226
1692,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.69731055,0.864876337,1,0.00862069,0.137931034,0.387096774
1693,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.690481708,0.865672479,1,0.00862069,0.142241379,0.35483871
1694,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.693983863,0.866719052,1,0.00862069,0.146551724,0.361290323
1695,O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.677173519,0.870855505,1,0.00862069,0.159482759,0.348387097
1696,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.675357899,0.870999097,1,0.00862069,0.120689655,0.258064516
1697,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.662790119,0.874459328,1,0.00862069,0.103448276,0.264516129
1698,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.650290119,0.873321803,1,0.00862069,0.112068966,0.251612903
1699,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCOCCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,TRKA,CRBN,0.637418744,0.873683743,1,0.012931034,0.125,0.264516129
1700,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.576475965,0.909751473,1,0.021551724,0.36637931,0.361290323
1701,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.553200103,0.914391278,1,0.038793103,0.370689655,0.361290323
1702,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.557510448,0.914989659,1,0.043103448,0.36637931,0.361290323
1703,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.543221923,0.931608301,0.99137931,0,0.379310345,0.251612903
1704,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.517879317,0.931418921,0.99137931,0,0.443965517,0.238709677
1705,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCOCCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.504948283,0.929433605,0.99137931,0.030172414,0.465517241,0.238709677
1706,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.615270611,0.920573248,1,0.021551724,0.362068966,0.258064516
1707,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.576952836,0.91369294,1,0.025862069,0.362068966,0.24516129
1708,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.55994025,0.920763873,1,0.025862069,0.362068966,0.270967742
1709,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.603742718,0.92807493,1,0.025862069,0.370689655,0.393548387
1710,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCNC(=O)CCC(=O)N3CCN([C@H]4CC[C@@H](NC5=NC=NN6C=CC(C(C)C)=C56)CC4)CC3)C(C)(C)C)C=C2)SC=N1,IRAK3,VHL,0.597741487,0.926019162,1,0.025862069,0.405172414,0.361290323
1711,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.523635064,0.933878055,0.995689655,0,0.344827586,0.283870968
1712,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.518186386,0.932524052,0.995689655,0,0.379310345,0.264516129
1713,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCOCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.501446128,0.933134553,0.995689655,0.004310345,0.452586207,0.264516129
1714,CC(C)C1=C2C(N[C@H]3CC[C@@H](N4CCN(C(=O)CCC(=O)NCCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)CC3)=NC=NN2C=C1,IRAK3,CRBN,0.538423377,0.9354367,0.982758621,0,0.375,0.329032258
